"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SIRLNT",1.98206396167557e-23,0.398118455417655,0.667,0.389,4.18790294462431e-19
"SLC52A2",2.49258274834244e-23,0.408843554777102,0.819,0.6,5.26657808897273e-19
"OBSCN",2.67487026383947e-23,-0.472072025684372,0.443,0.651,5.65173338046641e-19
"METRNL",2.77672542572141e-23,0.42790273189071,0.914,0.773,5.86694315200677e-19
"RPS23",2.99631353106909e-23,0.170264670364174,1,1,6.33091085979588e-19
"CALM2",3.04220775285128e-23,0.254258180669972,1,0.999,6.42788076099946e-19
"GNAS",3.23245856458741e-23,0.226327283066384,1,1,6.82986170111675e-19
"PCBP2",3.42108561106369e-23,0.205302319680681,1,1,7.22841178761648e-19
"NUDT19",3.86091784814311e-23,0.412099920882129,0.809,0.619,8.15773332134159e-19
"SRGAP2",4.27309469375304e-23,0.389442681816848,0.719,0.46,9.02862177843079e-19
"IRF7",4.30997376840178e-23,0.427753489228235,0.91,0.765,9.10654357525611e-19
"ARL4D",4.50900891916557e-23,0.324538615541664,0.394,0.169,9.52708494530494e-19
"WARS",4.84706733501593e-23,-0.487920540452979,0.819,0.909,1.02413685721552e-18
"APOL1",4.94307645258826e-23,-0.560812436444743,0.614,0.795,1.04442262366737e-18
"IPO9",5.57051710409877e-23,0.413066539252295,0.885,0.74,1.17699455892503e-18
"UTP11",5.98005367761785e-23,0.37563621987889,0.643,0.405,1.26352554154388e-18
"ARL6IP5",6.48915222652811e-23,-0.414872864730403,0.795,0.922,1.37109297394313e-18
"CKMT1B",6.95472027701719e-23,-0.414120970098804,0.156,0.413,1.46946284733096e-18
"DSG2",7.25529066501757e-23,0.402097853344969,0.922,0.794,1.53297036461156e-18
"DTYMK",8.13777761382156e-23,0.41345946801645,0.782,0.555,1.71943103202436e-18
"PYDC1",8.43690426556042e-23,0.377983945194998,0.494,0.249,1.78263350227026e-18
"LSM5",1.07073527369497e-22,0.388313433596558,0.87,0.687,2.2623565597901e-18
"COQ8A",1.07904116758656e-22,0.414864269731261,0.851,0.711,2.27990608299365e-18
"VCP",1.12334543955029e-22,0.316669989923988,0.983,0.983,2.37351657922581e-18
"RBM20",1.1847434705602e-22,-0.544971633430501,0.2,0.445,2.50324447894664e-18
"IRX2",1.302900408257e-22,0.404229406226491,0.738,0.518,2.75289827260621e-18
"SNX6",1.37816724294606e-22,0.410496606312967,0.922,0.816,2.91192956762073e-18
"B4GALT3",1.38757414597116e-22,0.379308463587763,0.91,0.745,2.93180541302247e-18
"HIST3H2A",1.39200525538525e-22,-0.425337610695263,0.8,0.915,2.94116790410349e-18
"TFAP2A",1.41191672843343e-22,-0.380919527142699,0.927,0.979,2.98323885550699e-18
"PPFIA1",1.47209024505682e-22,0.364082382331399,0.971,0.948,3.11037947878056e-18
"SLC39A11",1.57943442023048e-22,0.425331792534052,0.917,0.808,3.33718698650498e-18
"NIPSNAP1",1.75225279238074e-22,-0.476151157064763,0.548,0.719,3.70233492502126e-18
"ATAD2",1.87772055540558e-22,0.425865827123942,0.861,0.65,3.96743576151646e-18
"MRPS30",2.21852827443092e-22,-0.54140885729193,0.66,0.8,4.68752839104509e-18
"CABLES1",2.36046711050796e-22,0.40063749554379,0.773,0.545,4.98743095779227e-18
"C19orf25",2.4150628501933e-22,0.412186822369424,0.77,0.543,5.10278629617342e-18
"PFN2",2.63306348248168e-22,-0.410836926424582,0.78,0.88,5.56339983213553e-18
"PTPRN2",2.68572301695058e-22,-0.41015569641881,0.171,0.423,5.67466416251487e-18
"TMEM101",3.00716637747969e-22,-0.372786544395912,0.966,0.991,6.35384183897684e-18
"ARHGDIB",3.1124982407925e-22,0.350169262128245,0.988,0.964,6.57639753297048e-18
"RRP15",3.17078985561605e-22,0.41054863088405,0.802,0.587,6.69956188593116e-18
"CA14",3.26270629552249e-22,-0.383165364955092,0.081,0.318,6.89377213180947e-18
"CTSH",3.6258340577788e-22,-0.428714150827971,0.831,0.93,7.66102478068082e-18
"TPSG1",3.75456490333388e-22,-0.360547062293073,0.093,0.336,7.93302018425416e-18
"TCEA1",3.94479069051883e-22,-0.431608874898357,0.77,0.885,8.33494824999725e-18
"NINJ1",4.007802509576e-22,0.332432542082203,0.983,0.962,8.46808592248313e-18
"MED10",4.04893510120643e-22,-0.448824070567941,0.362,0.592,8.55499497533907e-18
"LRP2",4.23703487036176e-22,-0.458764209694047,0.222,0.47,8.95243097758737e-18
"TNRC18",4.25652806413249e-22,0.375069502247076,0.949,0.868,8.99361814670554e-18
"CIAO2B",4.467072560239e-22,0.332721432273484,0.983,0.949,9.43847761252899e-18
"TUT7",4.58767494557061e-22,0.328373900371959,0.604,0.339,9.69329839249613e-18
"ZBTB4",4.61947345735498e-22,-0.455747446673888,0.594,0.761,9.76048546804534e-18
"ARHGAP35",5.016425341635e-22,0.344581255705251,0.968,0.904,1.05992051043406e-17
"RPL36AL",5.15976830274863e-22,-0.28339611709763,0.998,0.999,1.09020744468776e-17
"AC010998.3",5.18715096830208e-22,-0.515946197513001,0.462,0.661,1.09599312809255e-17
"N4BP3",6.03771044427216e-22,0.436138241755239,0.704,0.492,1.27570783977026e-17
"EIF1AX",6.3085585083623e-22,-0.395754751520145,0.846,0.938,1.33293532723187e-17
"MPDU1",6.34460430466148e-22,-0.409004223393973,0.697,0.849,1.34055144353192e-17
"VSIG10L2",6.77592430443814e-22,0.277745590845112,0.296,0.105,1.43168504628474e-17
"KRT80",7.71360255139016e-22,0.272172447939388,0.347,0.137,1.62980708308323e-17
"WDR26",7.79734372160033e-22,0.360308782693945,0.951,0.886,1.64750075493693e-17
"HLA-DQA2",8.28293373622923e-22,-0.49154084070228,0.425,0.642,1.75010106912787e-17
"MGST1",8.40083327533039e-22,0.311555362590005,0.773,0.52,1.77501206274456e-17
"ID3",8.83095769679355e-22,0.421745164031749,0.641,0.387,1.86589305175551e-17
"HSPB11",9.06338357484052e-22,0.374689001229332,0.721,0.485,1.91500231552805e-17
"PPIE",1.05700732838387e-21,0.339327915475123,0.645,0.388,2.23335078414228e-17
"TAB2",1.2645227216195e-21,0.381779718602908,0.704,0.463,2.67181005850984e-17
"SFPQ",1.27739975284776e-21,0.32772553049614,0.998,0.968,2.69901793779204e-17
"GOT2",1.29670229164283e-21,-0.39344649443973,0.941,0.986,2.73980227201213e-17
"ARHGAP32",1.32796077974265e-21,-0.495498940958025,0.484,0.67,2.80584833151825e-17
"PDIA4",1.39323023227729e-21,0.368910281463635,0.956,0.875,2.94375615777868e-17
"SPINT2",1.44148579747064e-21,0.227696762350746,1,1,3.04571534147571e-17
"CKB",1.45992332421015e-21,-0.56800606840589,0.396,0.607,3.08467199172362e-17
"ATP5IF1",1.53325419924549e-21,-0.35336352969047,0.919,0.98,3.23961279758579e-17
"NELL2",1.5946361051254e-21,-0.500451705915987,0.159,0.401,3.36930662651946e-17
"NDUFB6",1.62692987905796e-21,0.346071717167172,0.985,0.945,3.43754014146156e-17
"COMMD5",1.64974601515164e-21,0.407223017561472,0.724,0.495,3.4857483554139e-17
"ETV3",1.66265488152686e-21,0.398309834663012,0.685,0.467,3.51302349917811e-17
"ZNF7",1.71440913488204e-21,0.367698956397314,0.56,0.324,3.62237506109226e-17
"EID1",1.74085535945319e-21,-0.397616265618765,0.814,0.927,3.67825328898865e-17
"RNF217",1.76574071685569e-21,0.324991693531066,0.455,0.223,3.73083356064439e-17
"DGKH",1.78495889873371e-21,0.330031068505732,0.56,0.312,3.77143965713445e-17
"BTG2",1.9043859586157e-21,-0.486272259824851,0.68,0.846,4.02377709195912e-17
"PRPF31",1.92821008127213e-21,0.367459089611702,0.929,0.814,4.07411508071988e-17
"SMDT1",2.24892042969509e-21,-0.392256146411609,0.809,0.925,4.75174397590275e-17
"CHTOP",2.37144291206148e-21,0.311981120237344,0.988,0.987,5.01062172889469e-17
"FBXL6",2.46946041950116e-21,0.376414949758093,0.663,0.43,5.21772292036401e-17
"AIDA",2.48456882557252e-21,0.383843638540394,0.885,0.735,5.24964547155218e-17
"MMP1",2.5065870717275e-21,0.394852903637472,0.443,0.21,5.29616782385304e-17
"ATIC",2.81793601627909e-21,0.371893255821107,0.934,0.847,5.95401700879608e-17
"XAF1",2.96136660469097e-21,-0.50108002755615,0.863,0.931,6.25707149905155e-17
"SNRPB",2.97518184916434e-21,0.208617362406952,1,1,6.28626172909934e-17
"SNHG7",3.16660501347777e-21,0.390771322814522,0.919,0.806,6.69071973297718e-17
"UBAP2L",3.23732598905147e-21,0.341028157500399,0.968,0.917,6.84014608226685e-17
"SPAG7",3.27033531129015e-21,-0.413928610759734,0.567,0.751,6.90989147922495e-17
"FBXO28",3.33816367838388e-21,0.376816916645896,0.839,0.64,7.0532060360573e-17
"PTGES3",3.46632279015894e-21,0.236242305123262,0.998,0.998,7.32399342332682e-17
"SLC9A2",3.80287904845278e-21,0.29162754250994,0.403,0.181,8.03510314147589e-17
"MESP2",3.92100037041354e-21,0.30906012481712,0.369,0.16,8.28468168264678e-17
"ADGRF1",4.00035140328324e-21,0.134983349994723,0.103,0.01,8.45234247999716e-17
"RPL15",4.32909975091438e-21,-0.165986436804074,1,1,9.14695486370698e-17
"ZNF652",4.4131452812975e-21,0.382667689918999,0.905,0.768,9.32453466485349e-17
"KDM5B",4.54873238111078e-21,0.366914044196646,0.924,0.803,9.61101664804897e-17
"ZNF701",4.80427256071495e-21,0.285242545596926,0.396,0.175,1.01509474935346e-16
"ING1",5.27115314626604e-21,-0.476064089159881,0.888,0.932,1.11374194827455e-16
"SCNN1G",6.31977244809157e-21,0.293126160978618,0.367,0.156,1.33530472055727e-16
"ADCK5",6.69057438249671e-21,0.328512442006677,0.557,0.313,1.41365146127773e-16
"TUBA1C",6.8017430914326e-21,0.338596803374746,0.961,0.923,1.43714029778879e-16
"ENAH",7.19544187575958e-21,0.330518295001393,0.973,0.949,1.52032491392924e-16
"PRDX6",7.65492765109464e-21,0.259893250162602,1,1,1.61740966339979e-16
"COMMD3",7.66867909722937e-21,0.386959462081518,0.929,0.856,1.62031520645359e-16
"IGHGP",7.8786126364684e-21,-0.353172710961563,0.073,0.298,1.66467206395941e-16
"SMUG1",7.91052546664063e-21,0.335142823321137,0.961,0.893,1.6714149258465e-16
"COX7A2",7.99073006676933e-21,0.238972975800057,1,1,1.68836135580769e-16
"VPS37B",8.09849075598175e-21,0.358590091231018,0.633,0.397,1.71113011183138e-16
"EIF4G1",8.1503250104868e-21,0.284408618458082,0.995,0.992,1.72208217146576e-16
"DRAIC",8.21745332160816e-21,-0.557323472178309,0.601,0.748,1.73626571232259e-16
"SIL1",8.889192850063e-21,0.384153264263878,0.924,0.823,1.87819755728981e-16
"COL10A1",9.31417038705978e-21,0.35300779542998,0.477,0.247,1.96799106108186e-16
"SEMA3B",1.04138862294328e-20,-0.447341948813496,0.384,0.598,2.20035002141686e-16
"ARPP19",1.06699989260459e-20,-0.367179996613307,0.866,0.934,2.25446407308424e-16
"TMCO1",1.07389675739672e-20,-0.28631503947843,0.993,0.999,2.26903645870354e-16
"GTF3C6",1.15486734302712e-20,0.372873510646174,0.853,0.653,2.440119209082e-16
"PROM2",1.43152047848258e-20,-0.439853013911649,0.707,0.818,3.02465961898584e-16
"RALY",1.45242662704676e-20,0.304568550061822,0.995,0.983,3.0688322202871e-16
"TOR1AIP2",1.47803068160585e-20,-0.358653834286194,0.912,0.97,3.122931027165e-16
"RPS17",1.48711706846103e-20,-0.210852103637565,1,1,3.14212965395132e-16
"KRT31",1.56279289406034e-20,-0.391789463957309,0.134,0.368,3.3020251058601e-16
"HINT1",1.58585679974582e-20,0.222107983551689,1,1,3.35075683218295e-16
"KLC1",1.59562890169263e-20,-0.418023249071043,0.626,0.788,3.37140430638636e-16
"C19orf81",1.66001123357313e-20,0.363182442513198,0.797,0.564,3.50743773541667e-16
"CDON",1.76392738132284e-20,0.281937627980617,0.34,0.139,3.72700216399703e-16
"ODF3B",1.77596324061578e-20,-0.442044718621265,0.687,0.83,3.75243273109708e-16
"HIST1H2AC",1.79814328821614e-20,-0.296556960535067,1,1,3.79929695367189e-16
"PLXNA3",1.8183585291686e-20,0.369990111362497,0.741,0.521,3.84200973628033e-16
"MARCKSL1",1.83204037007819e-20,0.273349761450964,1,0.997,3.87091809793821e-16
"EEF2",1.94536352209929e-20,-0.208305193953762,1,1,4.11035858584358e-16
"HCP5",1.95880398872335e-20,-0.491306517243067,0.599,0.751,4.13875694777356e-16
"DALRD3",1.96541007795478e-20,-0.423797337121396,0.746,0.856,4.15271495371066e-16
"FBL",1.99936034672736e-20,0.321330359572071,0.985,0.94,4.22444847660024e-16
"TPM4",2.39859227723757e-20,0.28168785462588,0.99,0.991,5.06798562257527e-16
"TNFSF10",2.49816317686364e-20,0.244857543133346,1,0.984,5.27836897639519e-16
"BCAS2",2.61184796875396e-20,0.362875449355098,0.733,0.492,5.51857357318023e-16
"MMP9",2.72972644808834e-20,-0.50581435153296,0.599,0.766,5.76763901216584e-16
"EXOSC10",2.90148618528358e-20,0.365109698442297,0.751,0.527,6.13055016088567e-16
"SCN8A",3.00091580587724e-20,0.32185229813166,0.418,0.201,6.34063500623803e-16
"ISYNA1",3.16390945211996e-20,-0.418752633581147,0.406,0.633,6.68502428138427e-16
"DMAC1",3.5445016267768e-20,0.325617999180533,0.973,0.904,7.48917748721671e-16
"SALL4",3.5450938054786e-20,0.245834556424969,0.259,0.088,7.49042870159572e-16
"MEF2D",3.69900433963745e-20,0.374615749386671,0.897,0.794,7.81562626921996e-16
"PTPRK",3.86251425328197e-20,0.303488990198357,0.479,0.247,8.16110636575947e-16
"ATP6V1E1",3.99535177154305e-20,-0.371383594301038,0.87,0.954,8.44177875809332e-16
"RPL32",4.24905091510579e-20,0.130487011742622,1,1,8.97781967852703e-16
"GLYATL1",4.3630212472912e-20,0.203109593736724,0.178,0.044,9.21862759340158e-16
"TSPAN15",4.56095759393462e-20,0.359028379503408,0.687,0.452,9.63684730022445e-16
"ACVR1B",4.57922080994713e-20,0.399572674905367,0.792,0.587,9.6754356493373e-16
"AC009005.1",4.6152177633045e-20,0.247140270012752,0.267,0.093,9.75149361208607e-16
"STAT6",4.98867317421347e-20,0.338627939393362,0.687,0.439,1.05405675497956e-15
"PEX2",5.39208015024137e-20,-0.40825052560835,0.658,0.807,1.1392926149445e-15
"KIF14",5.66104912385216e-20,0.271733200740364,0.372,0.162,1.19612306937872e-15
"HDGF",5.78700004887158e-20,0.258481234000792,0.995,0.997,1.22273524032608e-15
"LDLRAD4",6.33796611285155e-20,0.294415983306582,0.993,0.978,1.3391488599844e-15
"PAFAH1B3",6.40017053348348e-20,0.326665784953369,0.973,0.943,1.35229203201972e-15
"TYMP",6.40254496451923e-20,-0.371730207054967,0.99,0.996,1.35279372555327e-15
"LINC02747",6.65770831505945e-20,0.261596612242557,0.323,0.129,1.40670718988891e-15
"MRPS28",6.79642713117234e-20,-0.409097403318833,0.748,0.863,1.4360170885454e-15
"FAM107B",6.86862356568389e-20,0.374692220284097,0.88,0.759,1.45127147319335e-15
"TCEAL1",7.18143445742006e-20,0.311223626619088,0.993,0.985,1.51736528650828e-15
"ATXN10",7.21995006992256e-20,-0.360287924584417,0.834,0.931,1.52550325027394e-15
"F7",7.41144006819877e-20,0.371681742265621,0.636,0.413,1.56596317200972e-15
"GNB2",7.48832416440474e-20,0.288623184804174,0.99,0.973,1.58220801269708e-15
"AC012146.1",7.85553130303045e-20,-0.38983616777171,0.208,0.443,1.6597952090173e-15
"WDR6",7.95252725383308e-20,-0.357045385620081,0.917,0.975,1.68028948346239e-15
"TPX2",8.09697343275973e-20,0.385041114376098,0.751,0.524,1.7108095166078e-15
"HUS1B",8.38700837817593e-20,-0.379816822291233,0.059,0.268,1.77209100022479e-15
"CLK2",8.47161389712017e-20,0.360875006249162,0.941,0.853,1.78996730032252e-15
"ST14",8.60343610637966e-20,0.383274976711632,0.873,0.758,1.81782001491696e-15
"HDAC2",8.99084069871492e-20,0.358272631654231,0.88,0.677,1.89967473123147e-15
"GPRC5C",9.03117711950258e-20,-0.379845544167162,0.834,0.919,1.9081974135797e-15
"MZT2A",9.28899860691315e-20,0.269311577370563,1,0.995,1.96267251565468e-15
"CDH1",9.80732733162288e-20,0.305347879429364,1,0.999,2.0721901918986e-15
"NANOS1",1.00527443604591e-19,0.297230982007869,0.408,0.194,2.12404435592141e-15
"S100A9",1.01160268491641e-19,0.124963694787189,0.848,0.633,2.13741531295988e-15
"AMOTL1",1.10798368091122e-19,-0.406944655131959,0.262,0.499,2.34105871939731e-15
"MTX1",1.14523867683529e-19,0.302859966686741,0.978,0.944,2.41977480028529e-15
"NECTIN4",1.19956316520756e-19,0.356660454352528,0.726,0.5,2.53455701176706e-15
"MELK",1.21383773343146e-19,0.32971662696967,0.535,0.304,2.56471774696734e-15
"ASB13",1.21942792064757e-19,-0.465370091848599,0.543,0.705,2.57652925353626e-15
"RPS26",1.23507964254488e-19,0.160340550962474,1,1,2.60959977673307e-15
"DERL2",1.26305387629375e-19,-0.425578722004252,0.655,0.783,2.66870653522106e-15
"CA2",1.30292680149268e-19,-0.45913099012677,0.286,0.515,2.75295403887389e-15
"GLUD1",1.36805210559235e-19,-0.388094139994771,0.927,0.966,2.89055729390608e-15
"SF3B4",1.37112653966314e-19,0.367094963997472,0.91,0.788,2.89705326565424e-15
"SDS",1.37584192608701e-19,0.348054791167554,0.399,0.194,2.90701640562924e-15
"OPLAH",1.39763494229051e-19,0.348282453317449,0.653,0.429,2.95306286956561e-15
"ZC3H12A",1.64988637366536e-19,0.318162669385124,0.594,0.352,3.48604491891754e-15
"MDM4",1.72838522521787e-19,0.320960924376759,0.983,0.945,3.65190514236285e-15
"SECTM1",1.7707719021123e-19,0.382355556880985,0.866,0.718,3.74146395197309e-15
"ARMT1",1.86790214004237e-19,0.352727397233394,0.897,0.764,3.94669043169552e-15
"EFNA4",2.08492407628078e-19,0.320951573608558,0.667,0.416,4.40523608077366e-15
"BAZ1A",2.16272209179249e-19,0.359698432727732,0.68,0.46,4.56961550774835e-15
"RCC1",2.27257580832818e-19,0.317062889099954,0.633,0.387,4.80172542541661e-15
"PI4KA",2.31869652770896e-19,-0.387318963196385,0.765,0.867,4.89917389339626e-15
"GLI4",2.32235893007919e-19,0.335534300816834,0.768,0.54,4.90691218336431e-15
"C1orf35",2.34493820372944e-19,0.380104411487228,0.826,0.641,4.95461993065993e-15
"NET1",2.38285492108159e-19,0.330342779317502,0.951,0.912,5.03473416275329e-15
"HOXC9",2.40723237742285e-19,0.353709591909475,0.704,0.479,5.08624129025673e-15
"CUTA",2.8117020339203e-19,-0.251022308350092,0.998,1,5.94084522747021e-15
"STK11",2.96147142688432e-19,0.365193841961853,0.809,0.626,6.25729297786387e-15
"RHOU",2.97019677146344e-19,0.302158039005381,0.401,0.191,6.27572875842511e-15
"GLRX5",3.05118836174778e-19,-0.395898931426841,0.851,0.927,6.44685588953688e-15
"MBOAT2",3.08842192105986e-19,0.365719555289123,0.778,0.577,6.52552667700739e-15
"CHMP4A",3.15674447458623e-19,0.293626638286653,0.511,0.276,6.66988540035325e-15
"PDXK",3.16989812371833e-19,0.350200289783922,0.922,0.825,6.69767774560445e-15
"ZC3H3",3.21312965998743e-19,0.364093686164578,0.655,0.426,6.78902165858745e-15
"LYPD6",3.33978357706732e-19,0.301381478348421,0.425,0.211,7.05662871998554e-15
"ARHGEF39",3.38514600475481e-19,0.292948713975447,0.408,0.196,7.15247499344644e-15
"GPS2",3.42995712226703e-19,-0.392473574060563,0.689,0.817,7.24715640363801e-15
"KCNE4",3.53089583321147e-19,-0.488665804537107,0.328,0.548,7.46042980599252e-15
"AFP",3.65049002560311e-19,-0.694057647703194,0.2,0.411,7.7131203750968e-15
"MTURN",3.87492952266977e-19,0.316227840227402,0.575,0.335,8.18733858844896e-15
"AP000238.1",3.98500131841105e-19,0.138419172913504,0.12,0.019,8.4199092856707e-15
"C18orf21",4.01814436093254e-19,0.342097256101244,0.711,0.481,8.48993722021437e-15
"TIMM17A",4.28318595114795e-19,0.322575998789779,0.99,0.972,9.0499435961805e-15
"EMG1",5.07581684859456e-19,0.365864213467016,0.866,0.696,1.07246934193955e-14
"RHPN2",5.45983446826791e-19,0.366912532261793,0.809,0.592,1.15360842480033e-14
"COA6",5.62220619114476e-19,0.324814605892665,0.946,0.869,1.18791594612698e-14
"RPL24",5.66446817183999e-19,-0.217653478971018,1,1,1.19684548002807e-14
"SERINC5",5.74968991736459e-19,0.351006246455444,0.619,0.397,1.21485198263996e-14
"AASDH",6.62067979058232e-19,0.319237281965691,0.509,0.281,1.39888343295214e-14
"PRSS8",7.11309551133681e-19,-0.293904533596126,0.998,0.999,1.50292595059036e-14
"RAP1GAP2",7.84322233281118e-19,-0.392494704447811,0.247,0.474,1.65719444669967e-14
"STRN3",7.86954266112676e-19,0.374099413593997,0.731,0.537,1.66275566886947e-14
"MRPS12",8.05389515201611e-19,0.347114403094182,0.966,0.9,1.70170750666948e-14
"PLXNA4",8.28133777817265e-19,0.217889447927346,0.198,0.057,1.7497638591501e-14
"MEPCE",8.54552742683443e-19,0.347975382589766,0.746,0.547,1.80558449001585e-14
"MAN1A2",8.55120728087793e-19,0.320688460082357,0.67,0.429,1.8067845863767e-14
"HEATR5A",8.62314032654981e-19,0.31328376789457,0.604,0.367,1.82198331959671e-14
"GJB5",8.99095558531372e-19,0.180385791097644,0.183,0.049,1.89969900562094e-14
"TOB1",9.04074054542671e-19,-0.26006622037361,1,1,1.91021806984321e-14
"CD81",9.26501605130481e-19,0.189596809935872,1,1,1.95760524148019e-14
"CPNE3",9.38403204506713e-19,-0.302811024274975,0.976,0.994,1.98275213080223e-14
"NR3C1",9.5076064499205e-19,0.299479808003587,0.702,0.455,2.0088621668037e-14
"THOC1",9.90421897969709e-19,0.340954403855841,0.616,0.399,2.0926624282202e-14
"RALGPS2",1.03254780243027e-18,0.314152052131191,0.57,0.339,2.18167025175491e-14
"SNIP1",1.0374562999076e-18,0.312653807064159,0.518,0.292,2.19204141607477e-14
"RPS11",1.04839427083869e-18,0.160196373232547,1,1,2.21515225485507e-14
"LINC00963",1.05522306137796e-18,-0.388013840650284,0.67,0.841,2.2295808063855e-14
"C16orf74",1.05885374264745e-18,0.34069939654908,0.687,0.467,2.2372520728398e-14
"AL627171.2",1.14610772955018e-18,-0.392997787770368,0.487,0.685,2.42161102176658e-14
"TP53BP2",1.23170231019058e-18,0.330424476093667,0.636,0.402,2.60246381120168e-14
"RTN3",1.26167656282885e-18,0.366459100930613,0.89,0.748,2.66579640960108e-14
"SPATA20",1.26292118993449e-18,-0.370074321170307,0.831,0.92,2.66842618221259e-14
"CCZ1",1.31595280475975e-18,0.34006762547145,0.79,0.576,2.78047668117687e-14
"POLR2A",1.42854832043617e-18,-0.35202382682607,0.844,0.92,3.01837974624959e-14
"AL357054.4",1.45404577098492e-18,-0.308125570548722,0.049,0.247,3.07225330951403e-14
"SHROOM1",1.46208867016744e-18,-0.549256406377613,0.289,0.501,3.08924715119679e-14
"RASSF7",1.47112628871154e-18,0.367492541315386,0.812,0.657,3.10834273541861e-14
"ABHD14B",1.48741732332397e-18,-0.333520877291488,0.895,0.943,3.14276406245122e-14
"PPP1R16A",1.52146638293527e-18,0.362962917038933,0.8,0.628,3.21470632050394e-14
"C6orf132",1.5377281463018e-18,0.330771782574072,0.716,0.496,3.24906580032108e-14
"SNX9",1.69808947984986e-18,0.380572166617159,0.797,0.596,3.58789326197478e-14
"RPL29",1.72388554575633e-18,-0.168852446130086,1,1,3.64239776962855e-14
"DEK",1.87478966985719e-18,0.369729167489129,0.914,0.85,3.96124309344125e-14
"UQCRB",1.92411619745363e-18,-0.244896140616831,1,1,4.06546511359978e-14
"AL513548.1",2.10535749881937e-18,0.28778613622342,0.408,0.203,4.44840985925544e-14
"MACC1",2.19122609874463e-18,0.261712356559751,0.293,0.117,4.62984162403752e-14
"MRPS17",2.25073030835455e-18,0.367272256750926,0.782,0.597,4.75556806852232e-14
"ATP6V1C1",2.26275623745072e-18,-0.348127333373327,0.89,0.964,4.78097765410962e-14
"TROAP",2.28128088398555e-18,0.351790538153052,0.621,0.394,4.82011837977307e-14
"FXR2",2.33951786838428e-18,-0.382842366892098,0.501,0.698,4.94316730410915e-14
"PSMG3",2.42053305621161e-18,0.374345278143654,0.834,0.62,5.1143442944695e-14
"GALE",2.52003563338072e-18,0.337530635760983,0.87,0.711,5.32458328977012e-14
"POGZ",2.52151163709834e-18,0.331681518624308,0.905,0.805,5.32770193802508e-14
"TMEM41B",2.77125880733569e-18,0.351311026389844,0.76,0.551,5.85539273401958e-14
"CYTOR",2.77522703078787e-18,0.371136515158645,0.807,0.632,5.86377719335168e-14
"EZR",2.86019358124169e-18,0.291177304240109,0.993,0.975,6.04330301780556e-14
"ADSS",2.91704521190546e-18,0.354396386624517,0.78,0.573,6.16342482823505e-14
"BRAT1",3.10705698935928e-18,0.387929401705577,0.834,0.658,6.56490071281722e-14
"WIPI2",3.1303847725032e-18,0.328445099696056,0.875,0.702,6.61418998582202e-14
"POLE",3.40246250018699e-18,0.31190645507543,0.633,0.412,7.1890630166451e-14
"RANGRF",3.4522213972851e-18,-0.372022122899054,0.227,0.452,7.29419859032369e-14
"VAMP5",3.61235973850591e-18,-0.401455775645141,0.641,0.805,7.63255489148913e-14
"CNN3",3.72891374929848e-18,0.358447432748673,0.768,0.554,7.87882186089276e-14
"TOP1MT",4.03533526874697e-18,0.308579279031284,0.521,0.301,8.52625988933547e-14
"SPDYC",4.04028131204209e-18,-0.241300940429949,0.01,0.18,8.53671038421374e-14
"PACSIN3",4.09027070286635e-18,0.341625971441988,0.763,0.559,8.64233296808631e-14
"RNF213",4.0904711573489e-18,0.271284374346387,1,0.996,8.6427565083625e-14
"CD151",4.45176836432889e-18,0.237539778601769,1,0.997,9.40614137699052e-14
"PSMA2",5.01614933610636e-18,0.296055470236978,0.968,0.945,1.05986219322591e-13
"NIBAN1",5.4482712855744e-18,-0.409097403318832,0.215,0.431,1.15116523992901e-13
"CRAT",5.86321727896544e-18,0.378461958630554,0.751,0.566,1.23883917887261e-13
"KIF20A",6.07933033662993e-18,0.284839960889909,0.452,0.235,1.28450170682654e-13
"MRPL40",6.14161666876476e-18,-0.381322198201346,0.648,0.767,1.29766218594331e-13
"CTDNEP1",6.26053539017752e-18,-0.355724412884416,0.768,0.898,1.32278852259061e-13
"CLOCK",6.28262361727029e-18,0.35666391384961,0.694,0.479,1.32745554409304e-13
"PRR34-AS1",6.42573362776495e-18,-0.372132993523518,0.328,0.555,1.35769325821046e-13
"MCL1",6.5071333691202e-18,0.281002427561235,0.993,0.98,1.37489220956141e-13
"SEC22B",6.68726223822381e-18,0.378381162162373,0.844,0.674,1.41295163831431e-13
"MCM3AP",6.70175772825356e-18,-0.380148285828794,0.765,0.873,1.41601439040269e-13
"IRF2BP2",6.8497186172245e-18,0.276232071368858,0.993,0.995,1.44727704663336e-13
"RPL36A",7.57605198932504e-18,0.156448904846616,1,1,1.60074402482449e-13
"FFAR2",7.66723219268992e-18,0.243367213303119,0.296,0.12,1.62000948999345e-13
"TLE2",7.67907391592901e-18,0.349319522388344,0.687,0.473,1.62251152769664e-13
"FAM221A",8.50894802112257e-18,0.210501150927753,0.222,0.073,1.79785562738299e-13
"AGR3",9.51293670833258e-18,0.352683853284046,0.988,0.962,2.00998839710359e-13
"MYBBP1A",1.02768489494443e-17,-0.399579516980982,0.636,0.75,2.17139541452808e-13
"PPAT",1.03610919811136e-17,0.340510675177385,0.606,0.387,2.18919512468949e-13
"LRIF1",1.03652329357289e-17,0.287524327849434,0.494,0.269,2.19007006699017e-13
"FBP1",1.06460600713852e-17,-0.307583587560902,0.978,0.995,2.24940603248298e-13
